,items,has_more,quota_max,quota_remaining
10,"{'aliases': ['http://seasonedadvice.com'], 'styling': {'tag_background_color': '#FFF5E4', 'tag_foreground_color': '#847454', 'link_color': '#AB2020'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'cooking.meta', 'site_url': 'https://cooking.meta.stackexchange.com', 'name': 'Seasoned Advice Meta'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=cooking.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'launch_date': 1287084715, 'open_beta_date': 1279306800, 'closed_beta_date': 1278702000, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/cooking/Img/apple-touch-icon@2.png', 'twitter_account': 'StackCooking', 'favicon_url': 'https://cdn.sstatic.net/Sites/cooking/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/cooking/Img/apple-touch-icon.png', 'audience': 'professional and amateur chefs', 'site_url': 'https://cooking.stackexchange.com', 'api_site_parameter': 'cooking', 'logo_url': 'https://cdn.sstatic.net/Sites/cooking/Img/logo.png', 'name': 'Seasoned Advice', 'site_type': 'main_site'}",True,300,62
11,"{'aliases': ['http://meta.seasonedadvice.com', 'http://meta.cooking.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#666666', 'link_color': '#3D3D3D'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'cooking', 'site_url': 'https://cooking.stackexchange.com', 'name': 'Seasoned Advice'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=cooking.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/cookingmeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/cookingmeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/cookingmeta/Img/apple-touch-icon.png', 'audience': 'professional and amateur chefs', 'site_url': 'https://cooking.meta.stackexchange.com', 'api_site_parameter': 'cooking.meta', 'logo_url': 'https://cdn.sstatic.net/Sites/cookingmeta/Img/logo.png', 'name': 'Seasoned Advice Meta', 'site_type': 'meta_site'}",True,300,62
12,"{'styling': {'tag_background_color': '#eeeeee', 'tag_foreground_color': '#444444', 'link_color': '#416D63'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'gamedev.meta', 'site_url': 'https://gamedev.meta.stackexchange.com', 'name': 'Game Development Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=gamedev.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax', 'Prettify'], 'launch_date': 1287695708, 'open_beta_date': 1279738800, 'closed_beta_date': 1279134000, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/gamedev/Img/apple-touch-icon@2.png', 'twitter_account': 'StackGameDev', 'favicon_url': 'https://cdn.sstatic.net/Sites/gamedev/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/gamedev/Img/apple-touch-icon.png', 'audience': 'professional and independent game developers', 'site_url': 'https://gamedev.stackexchange.com', 'api_site_parameter': 'gamedev', 'logo_url': 'https://cdn.sstatic.net/Sites/gamedev/Img/logo.png', 'name': 'Game Development', 'site_type': 'main_site'}",True,300,62
13,"{'aliases': ['http://meta.gamedev.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#666666', 'link_color': '#3D3D3D'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'gamedev', 'site_url': 'https://gamedev.stackexchange.com', 'name': 'Game Development Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=gamedev.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax'], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/gamedevmeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/gamedevmeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/gamedevmeta/Img/apple-touch-icon.png', 'audience': 'professional and independent game developers', 'site_url': 'https://gamedev.meta.stackexchange.com', 'api_site_parameter': 'gamedev.meta', 'logo_url': 'https://cdn.sstatic.net/Sites/gamedevmeta/Img/logo.png', 'name': 'Game Development Meta', 'site_type': 'meta_site'}",True,300,62
14,"{'aliases': ['http://photography.stackexchange.com', 'http://photos.stackexchange.com'], 'styling': {'tag_background_color': '#F7F7F7', 'tag_foreground_color': '#444', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'photo.meta', 'site_url': 'https://photo.meta.stackexchange.com', 'name': 'Photography Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=photo.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'launch_date': 1288296279, 'open_beta_date': 1279825200, 'closed_beta_date': 1279220400, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/photo/Img/apple-touch-icon@2.png', 'twitter_account': 'StackPhotos', 'favicon_url': 'https://cdn.sstatic.net/Sites/photo/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/photo/Img/apple-touch-icon.png', 'audience': 'professional, enthusiast and amateur photographers', 'site_url': 'https://photo.stackexchange.com', 'api_site_parameter': 'photo', 'logo_url': 'https://cdn.sstatic.net/Sites/photo/Img/logo.png', 'name': 'Photography', 'site_type': 'main_site'}",True,300,62
15,"{'aliases': ['http://meta.photography.stackexchange.com', 'http://meta.photos.stackexchange.com', 'http://meta.photo.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#666666', 'link_color': '#3D3D3D'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'photo', 'site_url': 'https://photo.stackexchange.com', 'name': 'Photography Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=photo.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/photometa/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/photometa/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/photometa/Img/apple-touch-icon.png', 'audience': 'professional, enthusiast and amateur photographers', 'site_url': 'https://photo.meta.stackexchange.com', 'api_site_parameter': 'photo.meta', 'logo_url': 'https://cdn.sstatic.net/Sites/photometa/Img/logo.png', 'name': 'Photography Meta', 'site_type': 'meta_site'}",True,300,62
16,"{'aliases': ['http://statistics.stackexchange.com', 'http://crossvalidated.com'], 'styling': {'tag_background_color': '#edefed', 'tag_foreground_color': '#5D5D5D', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'stats.meta', 'site_url': 'https://stats.meta.stackexchange.com', 'name': 'Cross Validated Meta'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=stats.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax', 'Prettify'], 'launch_date': 1288900046, 'open_beta_date': 1280170800, 'closed_beta_date': 1279566000, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/stats/Img/apple-touch-icon@2.png', 'twitter_account': 'StackStats', 'favicon_url': 'https://cdn.sstatic.net/Sites/stats/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/stats/Img/apple-touch-icon.png', 'audience': 'people interested in statistics, machine learning, data analysis, data mining, and data visualization', 'site_url': 'https://stats.stackexchange.com', 'api_site_parameter': 'stats', 'logo_url': 'https://cdn.sstatic.net/Sites/stats/Img/logo.png', 'name': 'Cross Validated', 'site_type': 'main_site'}",True,300,62
17,"{'aliases': ['http://meta.statistics.stackexchange.com', 'http://meta.stats.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#666666', 'link_color': '#3D3D3D'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'stats', 'site_url': 'https://stats.stackexchange.com', 'name': 'Cross Validated'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=stats.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax'], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/statsmeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/statsmeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/statsmeta/Img/apple-touch-icon.png', 'audience': 'people interested in statistics, machine learning, data analysis, data mining, and data visualization', 'site_url': 'https://stats.meta.stackexchange.com', 'api_site_parameter': 'stats.meta', 'logo_url': 'https://cdn.sstatic.net/Sites/statsmeta/Img/logo.png', 'name': 'Cross Validated Meta', 'site_type': 'meta_site'}",True,300,62
18,"{'aliases': ['http://maths.stackexchange.com', 'http://mathematics.stackexchange.com'], 'styling': {'tag_background_color': '#888888', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'math.meta', 'site_url': 'https://math.meta.stackexchange.com', 'name': 'Mathematics Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=math.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax'], 'launch_date': 1288038715, 'open_beta_date': 1280257200, 'closed_beta_date': 1279652400, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/math/Img/apple-touch-icon@2.png', 'twitter_account': 'StackMath', 'favicon_url': 'https://cdn.sstatic.net/Sites/math/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/math/Img/apple-touch-icon.png', 'audience': 'people studying math at any level and professionals in related fields', 'site_url': 'https://math.stackexchange.com', 'api_site_parameter': 'math', 'logo_url': 'https://cdn.sstatic.net/Sites/math/Img/logo.png', 'name': 'Mathematics', 'site_type': 'main_site'}",True,300,62
19,"{'aliases': ['http://meta.math.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#666666', 'link_color': '#3D3D3D'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'math', 'site_url': 'https://math.stackexchange.com', 'name': 'Mathematics Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=math.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax'], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/mathmeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/mathmeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/mathmeta/Img/apple-touch-icon.png', 'audience': 'people studying math at any level and professionals in related fields', 'site_url': 'https://math.meta.stackexchange.com', 'api_site_parameter': 'math.meta', 'logo_url': 'https://cdn.sstatic.net/Sites/mathmeta/Img/logo.png', 'name': 'Mathematics Meta', 'site_type': 'meta_site'}",True,300,62
20,"{'styling': {'tag_background_color': '#f5f5f5', 'tag_foreground_color': '#696969', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'diy.meta', 'site_url': 'https://diy.meta.stackexchange.com', 'name': 'Home Improvement Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=diy.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'launch_date': 1299184860, 'open_beta_date': 1280343600, 'closed_beta_date': 1279738800, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/diy/Img/apple-touch-icon@2.png', 'twitter_account': 'StackDIY', 'favicon_url': 'https://cdn.sstatic.net/Sites/diy/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/diy/Img/apple-touch-icon.png', 'audience': 'contractors and serious DIYers', 'site_url': 'https://diy.stackexchange.com', 'api_site_parameter': 'diy', 'logo_url': 'https://cdn.sstatic.net/Sites/diy/Img/logo.png', 'name': 'Home Improvement', 'site_type': 'main_site'}",True,300,62
21,"{'aliases': ['http://meta.diy.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#666666', 'link_color': '#3D3D3D'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'diy', 'site_url': 'https://diy.stackexchange.com', 'name': 'Home Improvement Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=diy.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/diymeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/diymeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/diymeta/Img/apple-touch-icon.png', 'audience': 'contractors and serious DIYers', 'site_url': 'https://diy.meta.stackexchange.com', 'api_site_parameter': 'diy.meta', 'logo_url': 'https://cdn.sstatic.net/Sites/diymeta/Img/logo.png', 'name': 'Home Improvement Meta', 'site_type': 'meta_site'}",True,300,62
22,"{'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'superuser', 'site_url': 'https://superuser.com', 'name': 'Super User'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=superuser.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/superusermeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/superusermeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/superusermeta/Img/apple-touch-icon.png', 'audience': 'computer enthusiasts and power users', 'site_url': 'https://meta.superuser.com', 'api_site_parameter': 'meta.superuser', 'logo_url': 'https://cdn.sstatic.net/Sites/superusermeta/Img/logo.png', 'name': 'Meta Super User', 'site_type': 'meta_site'}",True,300,62
23,"{'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#000', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'parent', 'api_site_parameter': 'serverfault', 'site_url': 'https://serverfault.com', 'name': 'Server Fault'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=serverfault.com', 'name': 'Chat Stack Exchange'}], 'site_state': 'linked_meta', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/serverfaultmeta/Img/apple-touch-icon@2.png', 'favicon_url': 'https://cdn.sstatic.net/Sites/serverfaultmeta/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/serverfaultmeta/Img/apple-touch-icon.png', 'audience': 'system and network administrators', 'site_url': 'https://meta.serverfault.com', 'api_site_parameter': 'meta.serverfault', 'logo_url': 'https://cdn.sstatic.net/Sites/serverfaultmeta/Img/logo.png', 'name': 'Meta Server Fault', 'site_type': 'meta_site'}",True,300,62
24,"{'styling': {'tag_background_color': '#f5f5f5', 'tag_foreground_color': '#696969', 'link_color': '#176F8C'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'gis.meta', 'site_url': 'https://gis.meta.stackexchange.com', 'name': 'Geographic Information Systems Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=gis.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1299486043, 'open_beta_date': 1280430000, 'closed_beta_date': 1279825200, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/gis/Img/apple-touch-icon@2.png', 'twitter_account': 'StackGIS', 'favicon_url': 'https://cdn.sstatic.net/Sites/gis/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/gis/Img/apple-touch-icon.png', 'audience': 'cartographers, geographers and GIS professionals', 'site_url': 'https://gis.stackexchange.com', 'api_site_parameter': 'gis', 'logo_url': 'https://cdn.sstatic.net/Sites/gis/Img/logo.png', 'name': 'Geographic Information Systems', 'site_type': 'main_site'}",True,300,62
